Trough,Cage,date,weight,group,Age_Days,Age_Months,Isolated,Dissected
44,C,10/27/2016,695,Green,376,12,0,0
42,G,10/27/2016,382,Red,376,12,0,0
43,C,10/27/2016,523,Green,376,12,0,0
,,4/12/2016,226,Green,178,5,1,1
,,4/12/2016,198.5,Red,178,5,1,1
,,4/12/2016,258,Green,178,5,1,1
,,4/14/2016,246.5,Red,180,6,1,1
,,4/14/2016,100.5,Green,180,6,1,1
,,4/14/2016,207.5,Green,180,6,1,1
,,4/16/2016,178.2,Green,182,6,1,1
,,4/16/2016,257,Green,182,6,1,1
,,4/16/2016,257,Blue,182,6,1,1
,,4/21/2016,208.5,Red,187,6,1,1
,,4/21/2016,225,Blue,187,6,1,1
,,4/21/2016,253,Red,187,6,1,1
,,5/31/2016,527,Green,227,7,1,1
,,5/31/2016,352.5,Blue,227,7,1,1
,,5/31/2016,373,Blue,227,7,1,1
,,6/1/2016,483,Green,228,7,1,1
,,6/1/2016,400,Blue,228,7,1,1
,,6/1/2016,713,Green,228,7,1,1
,,6/2/2016,509,Green,229,7,1,1
,,6/2/2016,524.5,Green,229,7,1,1
,,6/2/2016,453,Blue,229,7,1,1
,,6/3/2016,550,Red,230,7,1,1
,,6/3/2016,499,Red,230,7,1,1
,,6/3/2016,389.5,Red,230,7,1,1
,,6/27/2016,608,Green,254,8,1,1
,,6/27/2016,632.5,Green,254,8,1,1
,,6/27/2016,405,Red,254,8,1,1
,,6/28/2016,515,Green,255,8,1,1
,,6/28/2016,689,Green,255,8,1,1
,,6/28/2016,580,Red,255,8,1,1
,,6/29/2016,688.5,Green,256,8,1,1
,,6/29/2016,738,Green,256,8,1,1
,,6/29/2016,507.5,Red,256,8,1,1
,,6/30/2016,823,Green,257,8,1,1
,,6/30/2016,645,Green,257,8,1,1
,,7/1/2016,576,Red,258,8,1,1
,,7/25/2016,526,Red,282,9,1,1
,,7/25/2016,544,Red,282,9,1,1
,,7/25/2016,580,Red,282,9,1,1
,,7/26/2016,690,Green,283,9,1,1
,,7/26/2016,760,Green,283,9,1,1
,,7/26/2016,850,Red,283,9,1,1
,,7/27/2016,468,Blue,284,9,1,1
,,7/27/2016,660,Green,284,9,1,1
,,7/28/2016,701.5,Green,285,9,1,1
,,7/28/2016,456,Red,285,9,1,1
,,7/28/2016,796,Red,285,9,1,1
,,7/29/2016,457,Green,286,9,1,1
,,8/29/2016,638.5,Green,317,10,1,1
,,8/29/2016,758,Green,317,10,1,1
,,8/30/2016,320,Blue,318,10,1,1
,,8/30/2016,675,Red,318,10,1,1
,,8/30/2016,770,Green,318,10,1,1
,,8/31/2016,777,Red,319,10,1,1
,,8/31/2016,627,Red,319,10,1,1
,,8/31/2016,415,Red,319,10,1,1
,,9/1/2016,511,Red,320,10,1,1
,,9/1/2016,755,Red,320,10,1,1
,,9/1/2016,539,Blue,320,10,1,1
,,9/2/2016,434,Green,321,10,1,1
,,9/2/2016,645,Green,321,10,1,1
,,9/2/2016,615,Green,321,10,1,1
,,10/5/2016,555,Green,354,11,1,1
,,10/5/2016,435,Red,354,11,1,1
,,10/5/2016,596.5,Green,354,11,1,1
,,10/5/2016,761.5,Green,354,11,1,1
,,10/5/2016,685.5,Red,354,11,1,1
,,10/5/2016,440,Green,354,11,1,1
,,10/10/2016,660,Green,359,11,1,1
,,10/10/2016,783.5,Red,359,11,1,1
,,10/11/2016,243.5,Green,360,12,1,0
,,10/11/2016,730,Green,360,12,1,1
,,10/11/2016,570,Red,360,12,1,1
,,10/11/2016,483.5,Red,360,12,1,1
,,10/3/2016,234,Red,352,11,1,1
,,10/3/2016,285.5,Red,352,11,1,1
,,10/3/2016,248.5,Blue,352,11,1,1
,,10/4/2016,287.5,Green,353,11,1,1
,,10/4/2016,343,Red,353,11,1,1
,,10/4/2016,343.5,Blue,353,11,1,1
,,11/1/2016,740,Green,381,12,1,1
,,11/1/2016,562,Red,381,12,1,1
,,11/1/2016,315,Green,381,12,1,1
,,11/1/2016,530,Green,381,12,1,1
,,11/2/2016,267,Red,382,12,1,1
,,11/2/2016,352,Green,382,12,1,1
,,11/2/2016,558,Green,382,12,1,1
,,11/2/2016,436.5,Red,382,12,1,1
,,11/3/2016,482.5,Green,383,12,1,1
,,11/3/2016,548.5,Green,383,12,1,1
,,11/3/2016,783.5,Red,383,12,1,1
,,11/3/2016,477,Red,383,12,1,0
,,11/7/2016,390,Green,387,12,1,0
,,11/7/2016,354,Red,387,12,1,1
,,11/7/2016,618,Red,387,12,1,1
